tweet,ironic
"Rajoy y la hemeroteca no se llevan bien. Hace solo un mes: ""El objetivo es el 4,4%, y Espana va a cumplir ese objetivo""http://t.co/sqV332mD",0
#estoyreventao Buenas noches!;-),0
Hasta luego!!!,0
"""@jesuselmenda: @David_Busta entonces, si yo ahora escribo en minusculas, tu me responderias en..?""minusculas pero para fastidiar! Jajaja",0
Brasil. Los militares retan a Rousseff http://t.co/OCqSJbS4,0
#bebewok  @ Wok La Paz http://t.co/Fr13PBCt,0
Promesas electorales para periodistas y su publico RT @AJEnglish Guatemala A new era of security? http://t.co/dzTEwwDH,0
Estas son las fotos q nos han hecho llegar funcionarios de la Junta . #trituradora http://t.co/i7pv9TJ1 http://t.co/XmT53pSo,0
"Hoy ha fallecido Pepi, la mujer de Chiquito de la Calzada. Ella era sus pies, sus manos, su todo. Ya he estado con el. Mucha fuerza Gregorio",0
Un adolescente espanol en la jungla de los 'smartphones' http://t.co/4gS8EKDM,0
Cupcakes  @ Echevarria del Palo http://t.co/sOvLaKyv,0
Domingo http://t.co/4g0bLanh,0
Yo prefiero q lo diga expresamente RT @apm1949: @sevillajordi joder jordi donde estudiaste Son deducibles como cualquier write off de activo,0
Juaasssss! Ahora una agenda...de #EREs ?  #Grinan promete 12.000 millones de euros para una 'agenda del empleo'  http://t.co/3n6gOcFN,0
Semaforo http://t.co/m0JpXQ4v,0
"Entre 19,30h y 20h se emite debate sobre pol exterior d la Gene,entre diputada Canals(CIU)y yo en""Aqui parlem""en canal 24h @rtve (Catalunya)",0
Portada La Gaceta http://t.co/Cjr7Ilmm ...,0
Videominuto de hoy de @esperanzaona   http://t.co/iWTdopyE,0
Esta manana en Los Arcos con Esperanza Ona http://t.co/9JHisZs2,0
Lo de Elena Salgado a Endesa es solo la guinda. Una recopilacion de hace unos meses: Espana y los expoliticos http://t.co/WJ42P6oD,0
Asi andamos. Este es el ambiente. http://t.co/KhlzAWDo,0
Una madre con cientos de hijos  http://t.co/FKhJ1RPq,0
Estamos en el observatorio cubano de DDHH. @TelediarioInter 20:30,0
Comenzmos enseguida!!!! @TelediarioInter 20:30,0
"Obama ""Windows"" para la diplomacia en Iran http://t.co/nZod6sL7",0
Que os parece lo que publica EM: la Junta nombro presidenta de Invercaria a la que habia contratado a Ivan Chaves para una constructora.,0
Ahora si hasta luego! Jajaja que me lio y no termino... #twitteroff,0
Vilajoana (CiU) reclama expresamente a Rajoy que flexibilice el recorte de 15.000 mill de las autonomias. Y pide mas inversion en I+D+i,0
Es broma!,0
Cafelito antes de seguir (@ El Carmen) [pic]: http://t.co/LBYVi02i,0
El Carmen  @ El Carmen http://t.co/7aQwb6Ro http://t.co/Jy5wyXqL,0
"RT: ""@BocanegraRaul: Los programas para las andaluzas. PSOE: http://t.co/Ci3hxaScPP: http://t.co/aZomr5wRIU: http://t.co/t093BqOK""",0
Primera sesion de control de Rajoy en el Senado http://t.co/ogGBGahr via @AddThis,0
Estoy viendo ahora 100 aspirantes en http://t.co/Zj06YZ8T,0
"Victoria ajustada de Romney, q gana Ohio y vence en el supermartes.Se ha impuesto x solo el 1% de los votos (96% papeletas escrutadas)",0
Preguntas para nuestro invitado? Hoy en #losdesayunosdetve el presidente de los empresarios Juan Rosell....,0
Google en el Congreso. http://t.co/TZh6Pdcg,0
El Psoe acusa a Gallardon de imponer en el aborto una moral ultra. El ministro asegura defender el derecho de las mujeres a la maternidad.,0
El  @Sup_Policia denuncia que en Madrid se ven obligados a realizar un desmesurado num de detenciones de inmigrantes http://t.co/B9KMdlv6,0
La Azucarera #antequera   @ Poligono Industrial La Azucarera http://t.co/4njiDLZj,0
#odoescanooff,0
Fotos reunion con los #directivos de DKV Seguroshttp://t.co/PeQkh0mY http://t.co/3koSzK1V,0
Video Minuto de hoy de @esperanzaona #elcambioandaluz http://t.co/tHL5fyuO,0
Conexiones Invercaria y PSOEaa http://t.co/qC1QSBpb,0
les comparto ! http://t.co/5vbt7Nlr,0
"si, es una expresion: Quien tiene la culpa... el gallego q@Dama_Cristal @el_pais",0
En unos minutos intervendre en la presentacion de la candidatura del PSOE de Jaen. Os dejo con mi equipo. #hagamosjaen,0
Rubalcaba entra en el debate de la #violenciaestructural de Gallardon. @TelediarioInter 20:30,0
De barracones y colegios en obras... http://t.co/vcUjbTIO,0
"Nuestra portada: emprendedores de Youtube ""@quediario QUE! del jueves 8 de marzo de 2012 http://t.co/LCAjKPor""",0
Os dejo unas fotos de la reunion de esta manana con representantes de CECOMA http://t.co/MUXoRLsj http://t.co/jyhms9yh,0
Contorsiones,0
Portada 20 Minutos - Madrid http://t.co/60jO0Dvj ...,0
"hahahahahahahahah ""@Alejandro_vara: Leo que RTVE se niega a ser auditada por el Gobierno PP. Imagino que esto no puede ser cierto.""",0
"#8DeMarzo del 2012, debatiendo conceptos anteriores a la caida del Muro de Berlin. #ascopena",0
"Reforma laboral. La portavoz del PSOE la define como ""el ajuste de cuentas de la derecha mas radical de este pais""",0
Os  suenan estas palabrasaa http://t.co/WvDCFL5h via @enfemeninocom,0
"La palabra ""borroka"" ha sido dicha en tribuna. #estapasando",0
Ahora habla Rosa10.Comienza pidiendo seriedad y debate.Y ahora explica nuestro juicio negativo a la propuesta del PP contra la que votaremos,0
UPy D anuncia el voto en contra de una reforma que considera  necesaria pero negativa: Incompleta y desequilibrada pq falta contrato unico.,0
Ayer con Pablo y las Hormigas en @El_Hormiguero http://t.co/tmKWxM4j,0
En unos minutos intervengo en un acto con mujeres en Dos hermanas. Os dejo con mi equipo.,0
En la ponencia de #mujeresenigialdad #8deMarzo @gemmadelcorral http://t.co/1nI6UPkb,0
Veo en el preelectoral del CIS que los asturianos ven al PP un pelin mas de derechas que al partido de Cascos,0
"""?Sabeis quien es el nino Jesus?"", ""Si, el hijo de la Lucia""  http://t.co/258hXoSK via @el_pais",0
"?Como se debe pagar a proveedores? Por orden de antiguedad y priorizando PYMES, quienes mas necesitan la financiacion http://t.co/ba2lvZ3V",0
"En @laventana de @La_SER, con @carmenmorodo y @MunozEncinas #laventana",0
".@javierarenas_pp esta por encima de Grinan en valoracion, como pasa en todas las encuestas http://t.co/Imhb0hBZ #elcambioandaluz",0
Hoy en @hora25 a las 21:00 testimonios de mujeres en paro A las 22.00 las declaraciones de Gallardon la campana en Andalucia y Asturias,0
"En unos minutos, en directo en 13TV. Me pregunta @alfonsomerlos.",0
La trama de los #EREs Capitulo Tercero.mpg - YouTube http://t.co/ZsofVFcf,0
Mi primer dia de radio acaba con luna llena.,0
#elcambioandaluz @javierarenas_pp ;-) http://t.co/ru5QLnLh,0
#Casablanca http://t.co/a60ZRdar,0
"La clasificacion internacional de enfermedades desconoce la leyenda del sindrome post aborto, como la sociologia la violencia estructural.",0
Portada El Pais http://t.co/6Mf4S8Ku ...,0
Portada La Gaceta http://t.co/9ix298Tj ...,0
Portada Marca http://t.co/CvCD1Nm1 ...,0
El final de la escapada de Banca Civica. Algun dia habra que contar esta historia. http://t.co/q5mYxdNH,0
En un ratito...,0
"Q fuerte,q fuerte,q fuerte... http://t.co/CyTIhgdT",0
Hacia las 13.30 estare en la mesa politica d @mrtfernandez @mananascuatro con @Federicoquevedo @APapell y @elisabeni,0
Ya esta convocada la huelga general para el 29 tal y como os adelante ayer. ?Os parece justificada?,0
#29noalahuelgageneral,0
@FedericoQuevedo una faena gorda,0
"Manana volvemos a Luarca a las 19,30 en el colegio Padre Galo con Aurelio Martin.",0
"Que es el ""BarcaGate""?",0
"Ah! Gracias, el escandaloso comentario, que pais! ""@joseantoniodelp: @PilarGGranja la profunda garganta de Laporta http://t.co/haBaTcfd""",0
"hahahshahshsha ""@Nakht1: @PilarGGranja Nada, ni siquiera se respetan los derechos de los trabajadores.""",0
". @eliasbendodo "" este es el codigo de barras del @psoeandalucia y @psoemalaga "" http://t.co/gyTG1gdp",0
". @javierarenas_pp "" la Consejeria de Turismo estara en #Malaga "" http://t.co/lEqj5h0U",0
Con @javierarenas_pp visitando las instalaciones de una planta hortofruticola en Velez-Malaga http://t.co/0w6Zv1tU,0
Saudi a los rusos: el veto responsable de la continuacion de la violencia.Rusia a Sudis.No protegemos a Assad..,0
Voy a meditar...;),0
"hahahshahshshaha y si no has terminado la ESO revisa  el libro de texto antes del tuit ""@CorsarioFinch: Si bebes no tuitees...""",0
"Por La Boca Vive el Pez by Fito & Fitipaldis, from #SoundHound http://t.co/BYjP0HqX",0
"Manana en EL PERIODICO, entrevista con el presidente @PepeGrinan sobre el 'caso ERE', la primera tras ser encarcelado el exdirector general.",0
"Mi companera @anamestreppa ha estado hoy en Barbate en una reunion con mujeres, aqui teneis la foto. #elcambioandaluz http://t.co/CdyNZeiN",0
#FF para @matriskinusa,0
"En la pelicula ""Los idus de marzo"", uno de los elementos argumentales es la #violenciaestructural",0
"Manana examen sindical, especial sobre Fukushima y tentrevistas con @PepeGrinan, Asua (BBVA) y R. Menchu.http://t.co/VWZxpgMr#portadaEPC",0
Arcadi Espada sobre la inmersion linguistica http://t.co/UiJU7e0c,0
El poema del domingo (Claudio Rodriguez) http://t.co/S2NzLFC5,0
La pagina de La Brujula de la Ciencia que hace Alberto Aparici. http://t.co/CXHZaoKd,0
Dos sindicalistas se paran en una tienda de ropa durante la manifestacion tras gritar a- anti- anticapitalistas. #paradojassindicales,0
#nimileurista http://t.co/DeqpNVlP,0
Invoco la libertad y concordia.Rechazamos cualquier tipo de terrorismo que tanto nos ha hecho llorar en Espana. Recuerdo #11Mconlasvictimas,0
"Entre 25.000 y 35.000 personas se han manifestado hoy en Madrid convocados por los sindicatos, segun calculos policiales.",0
"http://t.co/GoreowF1 fotos del concierto de ayer en Silao, Leon.",0
Las guerras del Peloponeso. Cesar Molinashttp://ow.ly/1IcaZz,0
"Vejer, Prado del Rey, Chiclana, San Roque y ahora Alcala d los Gazules, son los lugares que hoy hemos visitado la candidatura en Cadiz.",0
"Manana la candidatura del cambio en Cadiz visitara Cadiz(capital), Sanlucar, Pto. Real, Chipiona, Jerez, San Roque y la Linea. #votaPP",0
Atardecer en #Malaga http://t.co/46uc7Jxv,0
Portada Que - Madrid http://t.co/u5lMkRwl ...,0
Hoy reunion con hosteleros del #CentroHistorico #elcambioandaluz (@ Cafe Central) [pic]: http://t.co/7bEst9gC,0
Intervencion de @EsperanzAguirre ante la Junta Directiva Regional del @ppmadrid  http://t.co/4f5wLth3,0
RT @siamanecepunset: Vamos @_RobertoSanchez con las #excusasParaLlegarTarde hoy lo analizamos en @siamanece,0
"Hoy en la Mascleta nos ha acompanado el Presidente de la Generalitat, Alberto Fabra Part. http://t.co/SFv9RFft",0
A ls 23:30h m'entrevista Ramon Miravitlles a @COMRadiocom,0
Portada La Gaceta http://t.co/b2Yjwg86 ...,0
Estamos en el Hotel Palace. Desayuno con el Ministro  @jmsoria patrocinado x @Intereconomia,0
"Escuchando al presidente de CEIM, Arturo Fernandez, en el Foro Nueva Economia  http://t.co/jH8FD1rm",0
"@gonzalezpons la diplomacia no puede estar por encima de la accion humanitaria,ese fue el sentido de los Cascos Azules, que no llegan...",0
Esta colgado el audio de @HernanZin anoche en @BrujulaOndaCero sobre #Kony2012  http://t.co/m3BKe65Q A partir min 58.,0
Comenzamos el encuentro con autonomos de #Malaga #elcambioandaluz http://t.co/6SUdaCXq,0
"Tras el encuentro con autonomos , reunion de agenda para cuadrar actos del equipo de campana #elcambioandaluz http://t.co/vQ0Xs05x",0
"Ayer colgue en blog tribunas dl fin d semana en El Economista sobre ""el pacto cojo fiscal"" y en ABC sobre ""macro dl PP"" http://t.co/zCbErSdn",0
Paradita pequena para cafe antes de seguir (@ El Carmen) [pic]: http://t.co/lYltvzu4,0
Los diputados del PP (los q hay) jalean a Montoro con entusiasmo. Pide al PSOE que haga alguna propuesta positiva... como hacian ellos (!!),0
Tu llave es tu vida http://t.co/noROdaFW via @elmundoes #violencia0,0
"Talavera el centro politico d pp  Mayo. 27 ""elegidos"" del Congreso Regional del PP que reelegira a Cospedal y Tirado - http://t.co/RpA1uvRL",0
"Alguien se puede imaginar q el PSOE pierda las autonomicas tras el inestimable apoyo d la imparcial publica y las ""caceroladas""? Increible",0
#momentodormir Byes,0
"@mariviromero si, aqui seguimos...",0
Portada La Gaceta http://t.co/EhgMgeLW,0
Gracias! RT @jesusamadori: @sevillajordi parece que su idea de la devaluacion fiscal va ganando adeptos! http://t.co/BjkSBhan,0
Rbcb recuerda q psoe voto aFavor del decreto de reestructuracion del sist financiero,0
Es necesario #elcambioandaluz  RT @Miguelrherrera: @mariviromero @esperanzaona necesitamos ca,0
Capitalismo version 2012.Los grandes acuerdos.T.Friedman. http://t.co/O3saXKC7,0
"""El buen gobernante es el que deroga leyes, normas y reglamentos, no el que las aprueba"". @marianorajoy en el Congreso. #fullyagree",0
http://t.co/M2SairyY SALAMANCA!!!;),0
"En la foto, la Junta de Distrito de Universidad (Chamberi). Un edificio municipal en desuso, en pleno centro de Madrid http://t.co/TEYDg1hc",0
Tras un rato en twitter habeis conseguido que me entren ganas de ver un anuncio de Loewe. Afortunadamente creo que sabre reprimirme.,0
"El estratega de Sarkozy dice que ganara como ""el candidato de la Europa de las fronteras""... Lo que va a tener que destruirse para que gane.",0
Charla en la bancada azul: Guindos con Valeriano Gomez. Espero otra foto curiosa: Guindos con Rodriguez Pineiro. http://t.co/36ica91j,0
"Van Rompuy cogio al toro por los ""huevos"". Rajoy ha dicho mil veces que hay que cogerlo por los cuernos. Esta el toro a punto de dar cornas.",0
"Tras su desmantelamiento ""Las Barranquilas"" pasaron a la historia http://t.co/R2yEw24k",0
!Esta en juego seguir con mas de lo mismo o cambiar las cosas! #votaPP #vota @javierarenas_pp,0
La primera reunion del dia ha sido con ASAJA-Jerez para exponerle nuestro proyecto en materia de agricultura.,0
Montserrat Dominguez sera la directora de 'El Huffington Post' en la version espanola,0
Llegando a @DHAM_13tv con @alfonsomerlos,0
En Fuente de Piedra con @victorggpp @jotacarmona_es @mercegonzalezm http://t.co/VFUbQRwn,0
"""@JolieSoleil:  ?y que me dice de ""Spain is different""""Mucho bueno vino""/""Lo mas guay de Espana son las espanolas""?"" #trombosis #caos #shock",0
Renault Megane RS y el espectaculo de la F1 http://t.co/9jEMPrjL,0
Portada La Razon http://t.co/G6gBMNy4 ...,0
Portada Hoy - Badajoz http://t.co/FBa9yU1H ...,0
Portada as http://t.co/KIiip1Q7,0
"Nueva subasta bonos y obligaciones del Estado.Segun estimaciones dl Tesoro,el importe minimo previsto 2500 millones e,maximo 3500 millones e",0
"La candidata del PP en #Asturias dice que ""nadie en solitario puede liderar una region"" ?por quien lo dira?",0
El Psoe se equivoca al votar el proyecto de ley sobre proveedores. Votan no cuando debian votar si. Solo han acertado Madina y S. Rodriguez,0
Mi momento Senorita Rotenmeyer!,0
Jugando http://t.co/7b4HFzyi,0
A punto de comenzar la comision de interior con el ministro. Hablaremos de los hechos acaecidos en Valencia este mes de febrero.,0
Esta noche estoy con @alfonsomerlos en @DHAM_13tv y con @benjalh1971 @EvaLlarandi @almudenanegro y @Psanchezcastejon!!!!!,0
"La Conferencia Episcopal anima a meterse cura para ""tener trabajo fijo"". Lo analizamos en el @TelediarioInter 20:30",0
"Todavia no se. Abrazos RT @FernandoAstur: @AlejandroSanz  una pregunta, en la pagina web, vais hacer como cuando ... http://t.co/tNPglVMa",0
http://t.co/oz1MBjas,0
Finalmente solo ha habido un herido leve. Espero que se reponga pronto!,0
El compromiso del cambio con Cadiz: Plan de choque para reducir los asuntos pendientes y sentencias sin ejecutar. #votaPP,0
El compromiso del cambio con Cadiz: Aprobar una ley excepcional para regularizar las urbanizaciones alegales/irregulares. #votaPP,0
"Y yo en el hotel. Manana a las 5:00 al aeropuerto, go to Madrid, para a la tarde, ir a Paris #titiritero #saltimbanqui #siloewenolocreo",0
Facebook Alejandrro Sanz Oficial,0
"DGT preve 4 millones de desplazamientos desde hoy,hasta la medianoche lunes,por Puente de San Jose. El lunes es festivo en 6 CC.AA y Melilla",0
Dia para el transporte publico y para Bach. No necesariamente por este orden. http://t.co/WTmuOKcN,0
Hasta luego. Toca trabajar.,0
Portada El Mundo http://t.co/0TR272AY ...,0
"RT: ajuste de cuentas por Albert Castillon, ""@quediario: Albert Castillon en su videoblog de los viernes: http://t.co/iptFZf2s""",0
#FF @pepesgarcia @JustaMariaC @inmacverdugo @anaroski @patriestevez @mariviromero @MSacra @castiza40 @ppcadiz @antoniosanz @javierarenas_pp,0
Con @RemeMartel y Eva Garcia de @PSOEmalaga y @IUMalaga en un debate con mayores #Caritas http://t.co/dzW9SvYt,0
Manana de reuniones: a primera hora con el Ayuntamiento de Madrid y @policiademadrid para tratar materias de seguridad,0
RT @CasioLongino: @sevillajordi Me suena que John Stuart Mill defendia fuertes impuestos sucesorios y es un pensador clave del liberalismo.,0
Fotos #reunion de #trabajo en el #Monasterio de #Ruedahttp://t.co/XVS7MPWD,0
Ejemplo de derroche! El Gobierno suprime ahora una empresa publica creada para los Juegos Olimpicos de 1992 y que seguia existiendo,0
"El PSOE rechaza cualq formula de copago, tb en funcion de la renta. ""?Vamos a ir cada uno con nuestra declaracion en la mano?"" Trini Jnez.",0
La vicepresidenta asegura que el copago sanitario ni se ha abordado ni esta encima de la mesa del Consejo de Ministros,0
El Gobierno suprimira empresas publicas con mas consejeros que trabajadores en plantilla http://t.co/moRR8YQw via @elmundoes,0
Chate pal lao que me ciegaaas. RT @monsherrygirl: &amp;ldquo;@AlejandroSanz: Ya es vierneeees. //Imagina aqui en ... http://t.co/TPE7pRoF,0
"@germanyanke @AthleticClub perdona, senor Raul.",0
Exactamente. Ahi se fraguo el rock Andaluz como movimiento RT @7art_films: @AlejandroSanz @manuelatoco13 plaza ... http://t.co/gLn42uyG,0
#FF @Pablo_Hector @epicuro7 @Pacolezcano @rafagimeno @Sarixdc @kiddytop.com @ManuelRFerrerL @candelassastre @javierjuanes @LorenzodeAra,0
Veracruz a las 14 de la tarde aqui en Mexico y 21 en Espana estare en YA FM con Jorge Sosa y despues en Latidos 90.1 con Ivone pacheco.,0
Buenas noches os dejamos la portada de manana sabado http://t.co/MHkkGbDw,0
Este es el apoyo... Isofoton medita trasladar una inversion a EE UU si no recibe apoyo de la Junta. http://t.co/o875kA6n,0
La tele tuiteada  http://t.co/Z32BMe2C,0
Me queda un 10% de bateria me vais a ver ir desapareciendo poco a poco hasta q no responda a nadie y luego... Gracias al cargador !volvere!,0
Julian Assange se presentara a las elecciones al Senado australiano en 2013 - http://t.co/KbrTfQal,0
interesante reflexion de @AHernandoVera pero quepara PSOE no vale para todas las facturas que PP encontro en cajones tras 22M. Curioso,0
"Voy a registrar las expresiones ""hace un frio de puente"" y ""!Que buen lunes hacepara ir a trabajar!""",0
En el aeropuerto de Oviedo esperando para subirme al avion hacia Madrid,0
"@CarmendelRiego esto ha sido un viaje relampago, visto y no visto",0
"Dos pruebas muy duras en cinco dias para la Union, hoy en El Toralin la Ponferradina, el miercoles en El Helmantico el Mirandes. Aupa Union",0
Caravana de #elcambioandaluz @eliasbendodo @jbsalado @victorggpp Marta y una servidora . Conduce @ea7aia ;-)) http://t.co/OS8Z5Epy,0
Rajoy dice que -personalmente-  no esta de acuerdo con el copago...y ?politicamente?,0
Todas nuestras medidas iran encaminadas a reducir el paro @javierarenas_pp #elcambioandaluz  http://t.co/K6dv8HpN,0
Aqui os dejo imagen del encuentro que @AriasCanete ha mantenido hoy con los agricultores de ASAJA-CADIZ en Villamartin. http://t.co/WURgcZ7u,0
Intereconomia no tiene mas partido que sus televidentes: Ahora rehabilita a Jose Antonio Primo de Rivera como progresista.,0
Es bueno que T5 haga programas de debate politico de mucha audiencia aunque tal vez deba ajustar un poco formato e invitados #elgrandebate,0
"Ahora a descansar despues de estos 3 conciertos seguidos en Puebla, Queretaro y San Luis Potosi.",0
Manana se cumplen 200 anos de la Pepa. Os dejo mi carta de hoy http://t.co/KcaA1XWn,0
. @eliasbendodo en el encuentro con @arantzaquiroga #elcambioandaluz http://t.co/0kp2uMeW,0
.@eliasbendodo Esta imagen es nuestro simbolo 1+9 = 10 // 2+8=10 #elcambioandaluz http://t.co/ZSTj1kmH,0
Desde arriba http://t.co/eHTB0r4s,0
Como ir en avion... http://t.co/AZ9z4uFM,0
Buenos dias #Andalucia . @javierarenas_pp #elcambioandaluz  http://t.co/7O0N1lL6,0
"@_Rubalcaba_ en Roquetas de Mar: en el futbol el 2 tiempo es fundamental, en campanas electorales la 2 semana es clave http://t.co/3MZ5Kxdz",0
Y ahora el tupper cole !!!,0
?Cuantos desahucios ha impedido IU que siempre ataca a la Iglesia? http://t.co/hxgffx3V,0
Llegando a Jaen con @_Rubalcaba_ a un a mitin con @micaela_navarro y Paco Reyes en el recinto ferial #EstoyconGrinan #votaPSOE,0
"""Al filo de lo imposible"" Mi columna manana de Inter @LARAZON_es sobre #Sarkozy y la primera vuelta de las presidenciales francesas",0
La encuesta de EP da mayoria absoluta al PP en Andalucia. Yo no lo veo tan claro. Semana intensa. Decidiran unos miles de votos.,0
Y mientras...La gerente de un organo de la Junta apoya al @PSOE con medios oficiales http://t.co/aHFPxBeI,0
#Felipe defiende a Garzon. Eso si que ha sido novedoso,0
"Y si el proximo domingo a estas horas #Grinan ha desaparecido del mapa polit d Andaluc? Xd! Seria un hito, sin duda. #25M #grinan_niregalao",0
None,0
"Las redes sociales como vigilantes de los medios de comunicacion, por @davarona http://t.co/OnEMquOl",0
"Hace 200 anos, se firmaba en Cadiz la primera Constitucion espanola.Se firmo en plena guerra y la ciudad asediada por los franceses",0
"2 periodistas britanicos,Nicholas Davies y Montgomery-Johnsonque retenidos por milicia de Misrata,Libia, sospechosos de espionaje, liberados",0
SOLO QUEDAN 7 DIAS!!!!!,0
Otra de las fotos del reportaje con @lacajademusica con http://t.co/yxbOHXUG http://t.co/bK5OWcK0,0
Conforme IU gana confianza en Andalucia el PP baja en diputados. #25MRebelate,0
"Como entomologo no me importaria ""@Cocodrilodos: La cuestion es, ?alguien le pregunto al Senor X si @pedroj_ quiere tomar cafe con el?""",0
"Art 12 de a Pepa:""La religion de la Nacion espanola es y sera perpetuamente la Catolica,Apostolica,Romana,unica verdadera""....",0
"""1812-2012: Espana puede salir adelante"" Editorial @13tv_AlDia 20.30h @13television",0
http://t.co/9uFdsRdg ATENCION SALAMANCA!!,0
http://t.co/6HJXvcCA SALAMANCA!!,0
?Que aporto la Constitucion de Cadiz? Hemos hablado con analistas. @TelediarioInter 20:30,0
Infantil Vs Infantilismo; ojala el mundo recuperara mas de vez en cuando la mirada y el corazon de un nino.,0
"Javier Arenas anuncia que, si tiene mayoria suficiente para gobernar, lo hara para todos los andaluces y procurando no utilizar esa mayoria",0
Portada El Periodico http://t.co/nCyFl2t1 ...,0
Portada AS http://t.co/KIiip1Q7,0
"""@polnavarro: En #MatinsESADE con Angel Cano (@BBVA) (@ ESADE Business School) http://t.co/zmE6Md56"" Aqui estamos.",0
En el blog: La Pepa y el PP http://t.co/xAwRJIty,0
"me cuentan q hoy hemos ""triunfado juntos"" en la Ser de la mano de Izquierdo ;) ""@SalvadorSostres: Dolores. http://t.co/nDtYrNoL""",0
Espana se queda en minoria en la UE al defender las ayudas a la pesca http://t.co/alevZ49h,0
Conviene recordar...  http://t.co/Zwf5r0Re,0
"A las 17 h, entrev. a Jordi Pujol y en el #Gabinete, la sentencia del yerno de los Tous.?Para que vale el jurado?",0
"A las 19:30h participare en un mitin en Huelva junto a @javierarenas_pp @fatimabanez y @sorayapp, podreis seguirlo en http://t.co/7sKpxHOH",0
&amp;iquest;Como disminuir las consecuencias de los accidentes de moto? http://t.co/4HNpzX3d via @rtve,0
Un resumen de nuestras alegaciones al Plan de Calidad del Aire de Madrid: http://t.co/Xmg0vdcK,0
Las fotos son de Cabo de Palos y del Mar Menor,0
RT @Jorge_SanchezM: lo q pensamos historiadores: vale conmemorar a la Pepa pero q politicos  hagan suyos sus principios hoy es anacronico.,0
Manana vuelvo a #Asturias para vivir el final de la campana del PP,0
"Buenas noches a todos. Aqui teneis la portada de hoy, miercoles, 21 de marzo http://t.co/VH8FiwZ8",0
La Junta deja sin licitar la entrada del metro en el Centro de #Malaga. http://t.co/nTNo6qY6,0
Entradas e Info #yeswespainISDIFFERENT en http://t.co/Q9HzeyLP !!,0
Niave. http://t.co/TQzeWm6d,0
"""@juan_esteban: @AlexdelaIglesia cuidado, que no polaricen el condensador de fluzo!"" estoy vigilando.",0
"Wassonita: Es como la criptonita, pero real.",0
"""Petroleo espanol: o nosotros o los marroquies"" Editorial @13tv_AlDia 20.30h. @13television",0
"Francisco Camps, en 'Telva': ""Mi bagaje es impresionante"". (Sin ninguna duda). http://t.co/4N67EQ0p",0
RT @MiradaElMundo: Esta noche 23:30h Discovery MAX @carloscuestaEM con @vdelaserna @chanihenares @radiocable ... http://t.co/FDdEFffx,0
"A las 3 en @A3noticias, Jaume Matas no ingresara todavia en prision. El fiscal renuncia a pedirlo, de momento",0
"""@abrahamespejo: ""Mas que wassonita parece sabrosita"".""",0
"""@Bilbaoportal:  Rabos de lagartija, unas de gato negro y dientes de culebra..."" #pocimasdebruja",0
"Esta noche estare en @59_segundos. Hablaremos de Matas, las elecciones andaluzas y asturianas, Guerrero y su chofer...",0
"Gracias a tod@s! Por vuestros mensajes de apoyo, yo cometi un error, pero otros se enriquecen con esto, con la persecucion, con el acoso...",0
"Yo por mi parte pido perdon por ese comportamiento! Que aunque sea con razon, nunca es justificable... Buenas tardes!",0
Esto tiene sentido? La inversion en Defensa vuelve a crecer en 2011:http://t.co/OAs9dLqY,0
Encuentro con el sector de la venta ambulante #elcambioandaluz (@ Partido Popular de Malaga w/ @jfgesp) http://t.co/9VgREsxk,0
Segun Europa Press la entrevista de Camps  a Telva http://t.co/u9jUQaR7 es como una gran peticion de empleo a Rajoy  http://t.co/vKQvx7ba,0
"RT""@pablo_ordaz: @carlosecue En Italia se anulo la compra de 41 cazas y hay un plan para reducir las tropas en un 30%...""",0
"En nuestro programa no aparecen ni las vacaciones gratis de amas de casa ni viviendas gratis, si ofrecemos un pacto por el empleo a todos.",0
Mi familia para @VanityFair Espana http://t.co/q6tdYrPT,0
Wassonita! http://t.co/ON5wLs6E,0
Hay Liga.,0
Buenos dias a todos!,0
Buenos dias! De camino a Los Desayunos de TVE con @anapastor_tve @anabaptismo .-e,0
"http://t.co/s52ITUlB Este censo es una actitud Nazi, aunque tengan votos como Hitler, y aunque sus SS hayan anunciado no pegar tiros.",0
En unos minutos comenzamos el Consejo de Gobierno #CLM,0
"Bueno, va a haber que ponerse a ello.",0
"Metieron miedo a los agricultores con el PER, @fatimabanez lo ha garantizado, 215 millones de EUR destinados para el PER en Andalucia.",0
"http://t.co/fmwYPAXy Disename una camiseta, anda....",0
#BurgosTrospido,0
Cimborrio #BurgosTrospido,0
"ja,jaRT @MartaShock: @Buenafuente Nunca pense q diria esto pero, no hago mas q pensar en la ropa q llevaras el dia del estreno,a mi edad....",0
"Haremos una auditoria de listas de espera, actualmente maquilladas por el PSOE, y elaboraremos carta unica de servicios para los andaluces.",0
Capea en el Congreso.....,0
SOLO QUEDAN 4 DIAS para que empiece #ELNUMEROUNO,0
Esta manana me he acercado al IES Batalla de Clavijo para participar en maraton poetico http://t.co/nY8A2go8,0
En @Captura ANDREU BUENAFUENTE (@Buenafuente) _ mujer pastel http://t.co/3acRpp77,0
Lo de retuitear a la competencia me parece que es una utopia entre los medios espanoles y ya se ha comprobado en muchas ocasiones #iredes,0
Con @eliasbendodo @francissalado @margadcm #elcambioandaluz (@ Jardin De Agua) [pic]: http://t.co/dTfWEmw5,0
#seveiavenir ...RT @europapress_es: La Junta Electoral ordena retirar el video del Gobierno sobre la #reformalaboral - http://t.co/SlxErgTa,0
